,종가
1793,"[15900.0, 15976.80515512824, 16077.86919247359, 16047.816407655675, 16268.328379777571, 16188.075591710705, 16343.685151394455, 16474.370851286996, 16474.199887656916, 16540.867286504556, 16722.942370859284, 16729.852562077966, 16772.870690049604, 16922.41245865201, 16971.91717525323]"
1794,"[30700.0, 31239.854879379272, 31985.734450817108, 32553.540943463642, 33326.39710585277, 34145.80191930135, 34935.84040641785, 35677.05887465427, 36315.72428623836, 37071.540105342865, 37917.44412342707, 38685.290241241455, 39360.078212817505, 40121.9603506724, 40911.80525859197]"
1795,"[19843.991581077375, 19973.571172033746, 20085.142747213442, 20217.414169348776, 20326.157987515133, 20275.548306405544, 20401.641347569723, 20350.049963953592, 20437.928027361628, 20439.180189066876, 20415.67313607782, 20503.09671431159, 20441.97898220892, 20502.869263533503, 20495.377594263602]"
1796,"[2708.0595740675926, 2733.310644467672, 2751.002197470516, 2737.895135174195, 2804.4613352666297, 2798.3257168121636, 2916.640406315525, 2915.105104188124, 2940.4474195837975, 3000.2994407285005, 2977.4159958368787, 3082.461503478388, 3040.5468243372934, 3130.219000334541, 3174.888184353709]"
1797,"[5137.922139465809, 5135.095834553242, 5197.563547104597, 5320.259564742446, 5392.072753563523, 5437.543505802751, 5509.176857639104, 5586.4066122844815, 5618.910947412252, 5794.180843047798, 5876.117450848222, 5960.195411160587, 6042.337340965867, 6071.877051830292, 6172.994990333915]"
1798,"[10760.622891038656, 10765.331124284616, 10771.762398332357, 10780.41506651789, 10781.644741098087, 10790.998699814081, 10796.058775981268, 10809.756418640416, 10811.179380267859, 10821.184101700783, 10807.816318000358, 10804.81873134772, 10792.629594256481, 10799.570099214714, 10797.69295377036]"
1799,"[45900.0, 45900.0, 45900.0, 45900.0, 45900.0, 45900.0, 46176.77865177393, 46143.85894611478, 46181.455483287566, 46171.9045124948, 46451.187725365155, 46464.77400218136, 46407.4475377798, 46485.58379486203, 46436.22584529221]"
1800,"[135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0, 135200.0]"
1801,"[7748.333143512408, 7744.60107266903, 7739.419150412084, 7753.9842024246855, 7747.461408078671, 7721.648777484895, 7745.662406345209, 8430.894253472487, 9388.99034795165, 9368.87453965346, 9331.830791413786, 9371.24679841598, 11341.754074464243, 11134.875171919664, 10955.767949591082]"
1802,"[815.395327146848, 850.2574633359909, 893.8762360095977, 937.3167120138804, 979.5288887659708, 1022.6879541556041, 1065.1362647652625, 1108.3719442884126, 1150.7286222060523, 1193.9657855987548, 1236.403896478812, 1279.614039206505, 1322.1234395265578, 1365.2977820277215, 1407.8535083055497]"
1803,"[2311.0152377982936, 2441.737268358469, 2697.197081496318, 2679.9060704211392, 2774.406560902794, 2910.2856911073127, 3088.3675337955356, 3288.7860297014317, 3359.995736782749, 3541.4666792775192, 3741.056268262987, 3793.266778973552, 4039.1572533796225, 4002.815708645619, 4325.263154653521]"
1804,"[15015.986778338753, 14998.816561698915, 15015.491598844528, 15235.325987637043, 15033.910340815783, 15136.802212893963, 15178.835718333723, 15447.52659201622, 15788.380001050731, 15638.319670160612, 16014.77828634282, 16207.388062526785, 16470.846443374954, 15721.911744447427, 16515.952925446134]"
1805,"[7770.0, 7770.0, 7770.0, 7770.0, 7985.220688621203, 7997.647123520573, 8015.842022026579, 8188.2257726887865, 8154.2760102848215, 8150.149611234666, 8136.6924434357015, 8220.06207491209, 8219.93942685177, 8275.65334326991, 8258.168975693485]"
1806,"[82836.46485269071, 83975.36816159883, 84752.04223106304, 85539.06055798134, 86726.37007524571, 87720.62088876963, 87037.07790220778, 87519.86541541915, 87765.09977122149, 87717.14824239413, 87540.28618615432, 86779.4595341012, 86622.07754004127, 89917.74354082844, 88552.32751443982]"
1807,"[15900.0, 15900.0, 16695.59105912844, 16943.756533563137, 17090.417644282184, 17643.67531175415, 17753.85699726641, 18001.18901004394, 17669.747398565523, 18047.8020995607, 18683.546422719955, 21232.37423375249, 19781.89381917318, 18310.34955305358, 20225.466271818925]"
1808,"[10501.53685361147, 10508.170191198587, 10552.385514974594, 10672.65992462635, 10972.99109250307, 10803.56272161007, 10618.853745609522, 10686.879642307758, 10654.265040159225, 10729.67709004879, 10620.950978249311, 10532.787284255028, 10696.660344302654, 10835.786110162735, 10870.630731061101]"
1809,"[10250.0, 10558.223966757458, 10867.136882742245, 11128.715017437935, 11257.98886269331, 11287.838615228731, 11542.135572433472, 11686.905485639969, 12057.041627168655, 12110.903098682562, 12336.338300257921, 12742.514733721811, 12576.778975874186, 13047.843829294045, 13377.123550822338]"
1810,"[26200.0, 26200.0, 26256.89767189324, 26314.67459142208, 26200.0, 27539.32815184196, 27115.28863946597, 27617.523569961388, 27026.18829384446, 27133.3984550337, 27439.329663217068, 27365.17080736657, 27478.380645016827, 27558.422413766384, 27401.125909338392]"
1811,"[12092.536093791325, 12158.496332292754, 12155.458070337772, 12461.52252492029, 12529.292926192284, 12665.574551249545, 12660.614908797046, 12906.709232057136, 12934.054563194513, 12598.83192757455, 12865.175667001555, 12767.764222808182, 12855.853773653507, 13155.352484372755, 13159.673023534317]"
1812,"[16124.351006746294, 16187.430529793104, 16405.054305059213, 16594.10998430103, 16426.84814389795, 16636.016034148633, 16553.776579070836, 16586.07310441633, 16879.849355093513, 17093.13388369046, 17484.56513204922, 17358.437199455995, 17327.254087120917, 17311.99606047012, 17409.712923675153]"
1813,"[1020.0, 1021.0180389974266, 1020.5241358000785, 1067.8417619131505, 1066.4446877129376, 1097.5290391221642, 1102.5850834418088, 1091.815524790436, 1100.0338508385175, 1094.723400771618, 1093.009679132374, 1080.7819162495434, 1086.492777056992, 1088.4340865537524, 1093.507047407329]"
1814,"[10238.212595880032, 10257.335152626038, 10266.015924215317, 10263.277770057319, 10284.190792143345, 10267.372364848852, 10245.49869120121, 10268.615907020867, 10372.919434607027, 10350.311255622655, 10363.4878077358, 10243.119981735945, 10267.761725634336, 10337.116939723492, 10281.256777681408]"
1815,"[1347.1805195907752, 1434.0405214726927, 1432.4839829603832, 1487.4206609775624, 1506.9772807881236, 1530.6043709143999, 1643.2273420765998, 1663.1296308639771, 1679.4758979988596, 1819.289442493891, 1872.429053121557, 1939.9317368417976, 1981.6396921821868, 2001.9665052915614, 2252.051577662428]"
1816,"[3410.0, 3441.9859181344505, 3569.2583613097663, 3598.160050809383, 3584.71308991313, 3571.503097315629, 3581.512829810381, 3609.208858311176, 3567.6712434490523, 3561.7800473421808, 3637.384444276492, 3631.7406599161527, 3564.923947354158, 3707.2711165746055, 3717.070960624454]"
1817,"[1649.4668415784836, 1649.0573429465296, 1649.3018097281456, 1649.1115601857505, 1675.6935048898063, 1697.4964360396068, 1723.1141048669815, 1704.119868050019, 1721.97300696373, 1722.2006477514904, 1735.8915669222674, 1720.9350354969501, 1748.2532112797103, 1788.6325399999819, 1787.3943443646035]"
1818,"[17850.0, 20113.676486512024, 19843.753607322775, 20458.73371232301, 21175.36566625039, 20376.121332347393, 20420.140696118277, 20355.494845012825, 20647.28106784324, 23587.684789597988, 20139.768732115626, 23189.639796117943, 29119.057872643076, 32802.283125010625, 31012.177104204893]"
1819,"[7930.0, 7930.0, 7930.0, 8023.388942718506, 8267.438505490622, 8458.034598668417, 8464.82310907046, 8359.673226594925, 8740.169771830242, 8889.69217912356, 8653.672662893932, 8863.936827977499, 8883.246723333996, 8857.854266643524, 8381.01823703448]"
1820,"[167500.0, 167500.0, 168413.32720935345, 167500.0, 168149.35901544988, 168791.81025490165, 168064.7253563255, 170852.03616932034, 171482.08945050836, 172073.98312732577, 171800.59178264812, 171706.3752655778, 178416.53024895117, 172596.9435263425, 175922.82348854467]"
1821,"[3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0, 3780.0]"
1822,"[9578.085698634384, 9588.342430144547, 9600.02317726612, 9602.692104279993, 9795.463304221628, 9750.432143658398, 9729.715425670145, 9806.37366015464, 10255.541966482997, 10354.578272700308, 10400.781655013561, 10452.66438677907, 10394.812685474753, 10526.547919288276, 10946.574530852957]"
1823,"[103400.0, 104270.55051167806, 104232.01382080714, 104246.62032763164, 104241.16535107295, 104237.63886769612, 104426.26841564974, 104511.15842998028, 104353.37507203221, 104513.6176707844, 104460.21176993847, 105372.4385112524, 105477.95324047407, 105739.80557342371, 105888.52179564536]"
1824,"[3982.9879362980523, 4030.8733049879474, 4028.5256984084845, 4029.639634306232, 4022.7576429645223, 4074.6904466350875, 4074.86785244445, 4124.943820307652, 4111.7420481095705, 4187.551184296608, 4213.783443341652, 4203.176570480068, 4213.746995528539, 4215.668038348356, 4114.861882184942]"
1825,"[13982.827982902527, 14015.042770703632, 14002.690752347311, 13988.218825658161, 14071.202947298685, 14493.956129650276, 14601.275613307953, 14606.233471433321, 14514.022012551626, 14541.098319093386, 14680.223864714306, 14654.640121062597, 14527.909865776697, 14451.442743341127, 14550.099497238794]"
1826,"[137500.0, 138886.20931506157, 141469.75002090135, 141517.1217570702, 142061.1121967435, 143230.0351113081, 145416.0915705065, 146241.907659173, 147668.83231252432, 150387.4128649632, 153937.25270082554, 153768.05723557872, 154937.1596686542, 155112.807187438, 158585.7785244783]"
1827,"[10500.0, 10500.0, 10500.0, 10501.578754245615, 10500.0, 10500.0, 10500.03837018201, 10541.068416933218, 10539.464466174442, 10508.608824312687, 10513.23817902555, 10565.627827172477, 10537.167374690373, 10556.797873067359, 10528.70973959565]"
1828,"[22328.769581019875, 22390.892472863194, 22331.78131431341, 22407.04995319247, 22380.580982565876, 22374.620081484318, 22512.265312299132, 22347.70015403628, 22393.489326536655, 22717.920182924718, 22343.697682768106, 22686.711005493995, 22704.449123330414, 22404.80688884854, 22998.930158466097]"
1829,"[1830.0, 1850.4814210534098, 1882.5798783302307, 1879.4566510617733, 1912.008127257228, 1895.5089926421642, 1939.5026162266731, 1936.301569402218, 1995.6746758520605, 1999.293106496334, 2037.320124834776, 2018.2650661766527, 2105.7742406353354, 2073.3407412469387, 2249.300256922841]"
1830,"[24100.0, 24100.0, 24100.0, 24205.523212427892, 24221.38745216963, 24212.745135575533, 24248.523115317024, 24542.053220073383, 24355.62856167555, 24858.62848917643, 24392.419815555913, 24529.801026682057, 24921.079122858744, 25206.771502097447, 24887.705372149747]"
1831,"[71300.0, 71300.0, 76284.8132443428, 76247.65589952467, 78359.753382802, 78570.86971744895, 85957.73218303919, 85963.17300468682, 90552.24557578564, 90106.25297904013, 96212.20545709132, 95332.96497732401, 100976.41483195126, 97810.86139157414, 107339.64037969708]"
1832,"[18100.0, 18378.13710148136, 18389.34208055337, 18993.004787713286, 18941.95051292578, 19418.436061715085, 19577.431066334248, 20272.9835567375, 20094.73640869061, 20556.970672930278, 20556.25165092448, 21361.989591891564, 21800.24200777213, 21250.47562494874, 21604.34735318025]"
1833,"[1324.8719467620053, 1324.82863342762, 1356.9757193997502, 1356.3082572023075, 1358.4121925532818, 1414.3686269496877, 1415.0776283914845, 1416.3792629639308, 1411.0061304618916, 1410.6461662401757, 1413.6802490626771, 1414.6283212279282, 1419.0995137095451, 1409.406911149621, 1408.1528500492373]"
1834,"[22100.0, 22795.782753527168, 22763.498121301334, 22796.3798280557, 22771.55507316192, 22809.01132762432, 23064.201138118904, 22878.949978078406, 23365.705284078915, 23221.170512381945, 23212.13674282034, 23390.04888176918, 23073.580738057695, 23609.36014324427, 23790.275818705562]"
1835,"[5417.663475036621, 5533.912305672963, 5673.51446056366, 5676.155935843785, 5664.816082159678, 5641.569199919701, 5807.200572351615, 5874.207194010417, 5895.589433272679, 5914.072658260663, 6096.630083878835, 6258.509065032005, 6191.96912296613, 6187.975027799606, 6086.542498486738]"
1836,"[7854.732104897499, 7862.329093106091, 7895.863743032019, 8021.413148586948, 8019.863026466221, 8018.270354562749, 8202.483373979727, 8205.875980059305, 8279.188828597466, 8278.343220546842, 8263.23043859626, 8415.428288462881, 8277.924753065532, 8498.91618804882, 8591.509872429073]"
1837,"[18250.0, 18250.0, 18250.0, 18473.7583309412, 18644.911913573742, 18644.09133642912, 18641.364941745996, 18646.593438088894, 18643.320505321026, 18842.899957299232, 18848.281846940517, 18849.676111340523, 19259.111969172955, 19564.92816954851, 19557.889705896378]"
1838,"[3799.0248721788325, 3796.1310297151404, 3795.874343459805, 3802.4444754918413, 3866.0405035763974, 3855.6972999771433, 3891.787832389275, 3893.642357883354, 3867.8451555371284, 3988.510338708758, 4065.323677097758, 4198.670012260476, 4017.3728733907137, 4127.867459667225, 4054.3278550903]"
1839,"[1880.0, 1950.8292873700461, 1945.0399474302926, 1965.131661693255, 2059.3831069022417, 2047.2658710877101, 2139.67681713899, 2169.691785077254, 2233.6673113505044, 2232.7366422017417, 2366.2363244692488, 2281.7945791085563, 2353.4212448696294, 2450.744096880158, 2449.4042029877505]"
1840,"[19812.75796721379, 22127.2756032149, 23551.850536813337, 25406.498546252646, 25932.867345561583, 29841.794808159273, 29365.508245925106, 30486.1327697585, 34271.68203269442, 32392.97205515206, 35422.135510891676, 33800.50310365856, 35373.248616183795, 33657.29541926334, 32930.30187165985]"
1841,"[4900.0, 4950.951569686334, 4949.539889077347, 4949.3860949675245, 4949.349445303282, 4948.1334215005245, 4941.278245558342, 4938.082436571519, 4928.009581252933, 4927.273925418655, 4938.7477377255755, 4944.981206446887, 4940.8019892772045, 4998.83457628886, 4971.693623766303]"
1842,"[2225.0, 2225.0, 2226.5193277643993, 2229.599144241462, 2230.2142439751574, 2270.2823935324946, 2290.3419200796634, 2297.7505205059424, 2329.59256708622, 2347.0190376322716, 2418.8977015204728, 2458.7430438632146, 2540.9721544447043, 2555.629086972525, 2602.9728684151873]"
1843,"[2980.0, 2980.0, 3044.722874313593, 3043.6941649019714, 3040.338728532195, 3043.178290367126, 3068.8825660198927, 3052.991681225598, 3025.6560419248412, 3064.9453315362334, 3111.324704907834, 3082.377565667033, 3132.983494065702, 3072.2913555502887, 3475.0075527429576]"
1844,"[7550.0, 7550.0, 7550.0, 7550.0, 7550.0, 7550.0, 7550.0, 7550.0, 7550.0, 7682.650030776858, 7635.869178560873, 7631.3536797091365, 7642.254436645307, 7678.62417884171, 7699.457699141154]"
1845,"[17500.0, 17500.0, 17500.0, 17591.05838742107, 17500.0, 17714.10389751196, 17603.644524477422, 17500.0, 17711.72015686985, 17500.0, 17603.93352650106, 17643.59272710979, 17741.58685375005, 17828.53397583589, 17500.0]"
1846,"[29611.79684042931, 31525.822072029114, 32941.71909213066, 34232.37134337425, 35007.53344357014, 34415.80152511597, 34329.24497127533, 34556.93181157112, 35330.235335826874, 36979.06084783376, 37212.4395769462, 37338.69701549411, 36042.320957779884, 34074.68614902347, 34092.978185489774]"
1847,"[5864.194205516018, 5861.581840260032, 5861.0766805716175, 5860.0, 5878.037924969569, 5864.614987004858, 5869.418318575248, 5864.447872406803, 5876.564590759886, 5863.294634048206, 5874.404465166232, 5864.0644654141115, 5908.157374771661, 5935.788667681432, 6259.601609761517]"
1848,"[8689.414686918259, 8689.811846971512, 8685.996159672739, 8691.548026561739, 8691.527849555016, 9350.835270106792, 10364.007832050323, 11756.543569684029, 12870.818765878677, 13374.490446329117, 14374.43482708931, 15938.988718390467, 17221.28714054823, 18350.37421357632, 19136.05341726542]"
1849,"[5619.999999999999, 5619.999999999999, 5619.999999999999, 5619.999999999999, 5619.999999999999, 5619.999999999999, 5619.999999999999, 5619.999999999999, 5666.921113580464, 5667.125177413225, 5667.96229544282, 5665.968382179736, 5665.300483316182, 5665.595594197512, 5689.784765884279]"
1850,"[4325.0, 4456.746832107504, 4456.597544600567, 4525.430691937605, 4533.422246960302, 4861.268311825892, 4974.73135214299, 5067.0104245096445, 5175.623161997646, 5270.694868483891, 5392.150666763385, 5738.487194608898, 5664.733564633255, 5940.212753129503, 6134.26988237227]"
1851,"[3455.5362105369572, 3452.3809568956494, 3500.91499434784, 3503.8633037358522, 3498.3450909378007, 3633.4851861931384, 3645.025187311694, 3979.3497292674147, 4246.000201470451, 4917.142903059721, 5757.375810574739, 6649.192182254046, 7453.756457893178, 8154.4581016525635, 9041.492852149531]"
1852,"[13500.0, 13500.0, 13500.0, 13500.0, 13579.679006301254, 13635.175286224114, 13646.42376123617, 13633.512676982209, 13618.739923282217, 13771.90780309029, 13579.434579852194, 13667.807987762306, 13603.434555038499, 13849.146380911892, 13608.562787484068]"
1853,"[35587.649125109114, 36780.367589990296, 38762.18100401263, 41358.3604135861, 42421.558271596834, 44595.664777606726, 46222.60050363839, 46522.68635866543, 47945.05243015786, 48817.45654481153, 49752.698935692504, 50787.46173667411, 51005.74089769895, 51172.22253633663, 51197.19888033966]"
1854,"[1168.0, 1181.1401369276145, 1178.406807607909, 1188.4235718642672, 1172.8747941687702, 1169.6441013436145, 1176.1621156993012, 1173.3022954190772, 1207.3829247484605, 1168.0, 1168.0, 1168.0, 1211.7196958065033, 1168.0, 1192.4124313940604]"
1855,"[9920.0, 10200.868033647537, 10202.01072525978, 10204.73226737976, 10241.486899375916, 10205.861280679703, 11133.15910935402, 11616.405287981033, 11929.947838306427, 12038.345614671707, 12520.278245568275, 12602.745735883713, 14099.309481382368, 13790.588499307632, 14024.044580221176]"
1856,"[12400.724590077396, 13254.823502898218, 13702.616810848316, 13790.659828682741, 14583.263282459231, 16058.828617235027, 16387.69068285823, 16625.138556696475, 18885.85851497948, 18786.327189995598, 18227.580271487433, 22146.502311020933, 21209.808313387137, 21102.668895423412, 25458.41057956219]"
1857,"[3219.218961856017, 3212.431438469638, 3217.6530126134553, 3294.7611905634403, 3345.188920140266, 3360.210316230853, 3510.1395902633667, 3331.4125192562738, 3540.091398377592, 3546.9690664472673, 3620.4848805243764, 3322.6679165278715, 3380.9171205200255, 3303.1371528853974, 3461.667442023754]"
1858,"[24689.018742566303, 24685.71326824526, 24695.49536496401, 24836.535616529483, 25036.906735611454, 25204.67655493567, 25526.001225225627, 25738.68949257458, 26022.448625067867, 26093.181211190917, 26340.384003501385, 26316.212344219286, 26407.276263288608, 26322.793186468378, 27626.82565425212]"
1859,"[2024.7643336157003, 2106.5369878709316, 2184.540886382262, 2238.7422553698225, 2286.0488235453763, 2364.6222220857935, 2429.3406885862346, 2493.950893928607, 2558.7641213834286, 2626.4785666763783, 2691.098096172015, 2757.6015387475495, 2824.097978770733, 2889.6696052948637, 2955.90571458141]"
1860,"[9530.0, 9563.456391841173, 9882.905707731843, 9887.690483306846, 9849.10484329487, 9978.170267418027, 9975.188432415327, 9993.438038530448, 10077.765109883621, 10017.900318041444, 10196.70641582211, 10891.92691680789, 10698.060529987019, 10434.33834257722, 11183.442872623604]"
1861,"[7230.0, 8149.940612951916, 8158.277983705204, 8402.788604001205, 8847.130399932465, 8789.748710095882, 9773.090596338114, 9451.184481471777, 8996.610601599017, 10733.944080899159, 10593.769396911066, 10737.272038251162, 11434.069314400354, 11341.359326799711, 11088.065286636353]"
1862,"[1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0, 1245.0]"
1863,"[11881.049431512754, 11957.131774077812, 11991.707554546498, 12021.75126556307, 11990.68580670903, 11963.960379199125, 12004.57599684596, 12006.36323980987, 11986.35255171607, 11979.440237861127, 11999.688184099894, 12003.96751501908, 11990.994743195673, 12061.790272655588, 12105.680387727918]"
1864,"[95500.0, 106530.32544255257, 121115.33205211163, 133232.6344102621, 143743.65183711052, 151480.53677380085, 161655.291557312, 170566.65500998494, 182857.90653526783, 197294.6655899286, 211113.16983401775, 222728.2556295395, 239033.0438315868, 248417.96673834324, 263050.0350743532]"
1865,"[265011.9937578837, 264836.36777798337, 268822.9371686777, 267337.17898527783, 268439.3969575564, 268244.15030206245, 270269.8643992345, 282966.4132083456, 268755.03596936667, 279651.13429476816, 274393.48501165706, 283240.6057228645, 287301.7917275429, 289598.1045206388, 295887.7439647913]"
1866,"[45300.0, 45956.41340861718, 45892.59102195502, 46324.84892209371, 46811.28850628932, 47353.246101240315, 47386.70084054272, 48064.174291988216, 48683.660585184894, 49196.91142564019, 49386.65480862062, 50160.26876345277, 50689.58631431063, 51452.89818892877, 52128.16108042995]"
1867,"[312089.4384011626, 311990.8712297678, 314335.28761565685, 314813.44432607293, 318344.2974470556, 317966.06521978974, 318038.49816024303, 318099.5909355581, 322046.9441175461, 321818.238323927, 321804.6261668205, 321394.12307590246, 325267.37973764545, 324143.1394699961, 324623.63869100815]"
1868,"[5180.0, 5180.0, 6049.057967027029, 6731.280456503233, 7254.246331731479, 8116.481350541116, 8112.8083283901215, 8172.586454749107, 8243.672426074745, 8312.015319138765, 8522.09684680216, 8453.380878458422, 9295.976763243476, 9610.027405907711, 10617.281777931998]"
1869,"[17647.845974067845, 17654.04310723146, 17877.065945168335, 17923.71844748656, 17725.814808982734, 18096.402749419212, 18271.433932582535, 18259.158227903146, 18046.505185216665, 18366.646440327168, 18838.838022761047, 18959.60227958858, 18460.035727111, 19323.754858287673, 19165.150074909132]"
1870,"[23450.0, 23450.0, 24004.34909582138, 24289.74372267723, 24173.12903240323, 24429.71080236137, 23682.21817702055, 24101.944635771215, 26155.893900245428, 25932.83386386931, 27326.155313551426, 28238.143542259935, 27826.405665017664, 28920.94023488462, 29392.53629546612]"
1871,"[1365.0, 1365.0, 1365.0, 1365.0, 1392.0527738581102, 1427.0148637344441, 1486.1493525231879, 1520.6709411591291, 1518.5435050030549, 1558.24116358161, 1557.7413393457732, 1652.0806162121394, 1595.4132182182123, 1639.775998738905, 1515.7066489594679]"
1872,"[47500.00000000001, 47573.088911920786, 47605.26588536799, 48121.066199839115, 48547.47741721571, 49469.146043807275, 49549.32314236649, 49994.65149179102, 50254.31780844927, 50776.29022300244, 52511.84748336673, 52402.70228590816, 50698.85597164743, 50624.53235102818, 50993.56593802572]"
1873,"[1549.3252573211987, 1551.5893329779308, 1549.0495650966961, 1554.9737423261008, 1564.7005608280501, 1563.3183345297973, 1568.782011330128, 1567.5930194556713, 1581.7251270214717, 1577.2057929088674, 1580.8836158936224, 1588.0957022209964, 1587.0764024779203, 1595.4522632118315, 1589.6065081407626]"
1874,"[8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0, 8140.0]"
1875,"[4006.5735597411795, 4012.185141722361, 4608.385787626107, 6135.092064509789, 6351.393258591493, 7018.533018151919, 7576.779247502486, 7574.719859768947, 8646.900931189457, 8770.730043143034, 9266.379019925991, 9422.643471390007, 10751.66275206208, 11119.67218353351, 11091.050712883472]"
1876,"[18026.221862882376, 18016.79686203599, 18004.4990620017, 17982.241244912148, 17986.90159648657, 18084.973866008222, 18080.65163001418, 18016.789048314095, 18678.001506282017, 18608.570416080765, 18677.596008107066, 18613.185937985545, 18613.83856743574, 18779.628685805947, 18681.63901111111]"
1877,"[3761.7098572763302, 3837.376777963092, 3822.731881288812, 3815.189993487671, 3858.07901449129, 3906.503863387431, 3893.7640573823205, 4003.005189831058, 3870.3371920610466, 3958.1973335966472, 3884.967132067929, 3820.6676734356834, 3872.331859832009, 3918.807446605216, 3762.7485739439726]"
1878,"[14537.227802475294, 20685.527121027313, 24581.692062815033, 32469.001401464146, 36155.655195067324, 43691.03895525138, 44455.90490959585, 52050.345845147975, 52139.039133178696, 58269.27595219264, 58305.59654378643, 62933.89691561461, 62788.00441144655, 66842.11172529806, 66581.33293880771]"
1879,"[9250.0, 9250.0, 9250.0, 9459.547126702964, 10006.78153221806, 9891.276156840226, 10522.54447236657, 10721.734479467073, 11353.870409329733, 11260.36392311255, 11694.607959638039, 11607.621188710133, 12358.37646856904, 12728.197158177694, 13295.197296142578]"
1880,"[8780.0, 8780.0, 8780.0, 8780.0, 8827.970873037975, 8831.969246670604, 8968.842826381326, 8994.977031504115, 8872.556212609014, 9112.853775496284, 8896.891092635691, 9040.928980996212, 8942.28098401924, 8960.28802045559, 9255.18905710429]"
1881,"[66200.0, 66200.0, 66200.0, 66964.79291034241, 68034.4603710125, 68582.15107658257, 69402.5053242594, 70217.80758668979, 71290.90699841578, 72398.5934127743, 73541.01982091863, 74657.8062159568, 75744.83280529578, 76820.71020195882, 77896.58204746743]"
1882,"[10400.0, 10630.795853137968, 10624.801827669144, 10632.206385731697, 10627.951402664185, 10626.971057057379, 10735.618609189987, 11385.479801669717, 11318.930713385344, 11778.13022226095, 12223.75556617975, 12177.075535953045, 12385.792087316513, 12101.742975674568, 11802.060704957692]"
1883,"[1335.926504351199, 1379.414235485097, 1380.8556189611554, 1400.0028418377044, 1433.601401567459, 1468.317957830926, 1481.4363139644267, 1500.4901242678366, 1496.6118423100563, 1500.1326411676907, 1545.8274785168471, 1595.385463843743, 1615.4785556097827, 1627.4787344535193, 1665.1568227174382]"
1884,"[4076.269356161356, 4074.1127100586887, 4241.320001780987, 4257.271536886692, 4429.795111157, 4465.238747783005, 4624.61037442088, 4690.959543175995, 4843.861328177153, 4975.502876701455, 5091.658332273363, 5093.097529225051, 5403.525442027797, 5400.643783857425, 5663.0681219697]"
1885,"[6657.317101260026, 6769.053509314855, 6635.936710158983, 6820.611134628455, 7372.2928701117635, 7822.1048881908255, 7985.844954460858, 8038.468687469761, 9187.690957635641, 9176.363655781995, 8592.884165034318, 9988.89419509967, 9576.529350062212, 9607.82470515184, 9419.79770752291]"
1886,"[7040.0, 7040.0, 7040.0, 7601.678286572298, 7630.108704864979, 7593.832591195901, 7630.753649830817, 7619.681297640006, 7622.11274933815, 7603.5021772185955, 7607.4440549612045, 7554.842038293679, 7596.6321826775875, 7526.308355391025, 7587.259639382362]"
1887,"[3250.0, 3250.0, 3250.0, 3250.0, 4287.1830364068355, 5169.111167093118, 5031.919988393784, 5273.9748047788935, 5283.110247713825, 5694.298343261083, 5881.303776688874, 7332.454504234096, 7525.498884593447, 6618.268505632877, 7312.625622749329]"
1888,"[13210.0, 13529.158540964125, 14423.733800292015, 14865.49591463804, 15469.817456126213, 16388.94133758545, 17235.761124670506, 17768.35992228985, 19144.792285084724, 19947.679278194904, 20703.79881358147, 21540.72194045782, 22411.139567017555, 23224.478665649887, 24031.03170013428]"
1889,"[89782.18292444944, 89780.51023930313, 90125.44475495815, 89763.83721083404, 91064.46199119091, 91895.11147886515, 94702.43541151285, 95957.61564373971, 98676.09575390816, 100210.58024466038, 103177.02424526215, 104483.59046876432, 106807.7980056405, 108081.03110641243, 111252.58155167104]"
1890,"[2450.0, 2487.9354916810985, 2486.691394627094, 2484.1406492590904, 2486.084445059299, 2488.072690963745, 2486.8282200098038, 2484.7451978027816, 2485.438411951065, 2483.4338170886035, 2482.251589477062, 2481.781216025352, 2463.6056331023574, 2485.9377443194385, 2484.445143103599]"
1891,"[2782.36063037316, 2785.1307022571564, 2796.8299714798727, 2822.8577446068325, 2835.3133617316685, 2856.1595778102055, 2850.8783378511043, 2832.1498872910934, 2839.633018165827, 2853.120095825754, 2873.95936179813, 2843.957862689781, 2849.7087766873497, 2884.5807696788884, 2837.9383837722316]"
1892,"[1275.0, 1275.0, 1275.0, 1287.4997973442078, 1287.5477139155068, 1287.4748174349465, 1287.1159108479817, 1286.5124313036602, 1286.542972723643, 1285.3601630528767, 1283.8331254323323, 1279.2833364009857, 1284.5235460996628, 1283.5132990280786, 1281.3553524017334]"
1893,"[4638.502386748791, 4638.375564674537, 4697.977031076947, 4820.848177877566, 5180.441624589264, 5579.374958306551, 5662.379042846461, 5882.178242626289, 6352.090757143994, 6514.103775696208, 6627.227252705177, 6889.394955728203, 7377.389761238048, 7375.336986462275, 7770.802249488731]"
